category,title,content,external_key,source_url
policy_refund,5.2 프로모션 주문의 환불 금액,할인·쿠폰이 적용된 주문은 실제 결제 금액 기준으로 환불됩니다. 묶음 할인 조건이 깨지는 부분 반품은 남은 상품에 정상가가 적용되어 차액이 조정될 수 있습니다. 구매 시 적립된 포인트는 환불 시 회수됩니다.,GUIDE-5-2,
policy_refund,5.2 Refund Amounts for Promotional Orders,Discounted orders are refunded based on the amount actually paid. Partial returns that break a bundle condition may reprice the remaining items at regular price. Points earned on the purchase are reclaimed when the refund is processed.,GUIDE-5-2-EN,
policy_payment,6.1 결제 수단,"사용 가능한 결제수단은 결제 화면에 표시된 것을 기준으로 안내합니다. 특정 결제수단의 지원 여부가 확실하지 않으면 결제 화면 확인을 안내하고, AI가 임의로 지원 여부를 단정하지 않습니다.",GUIDE-6-1,
policy_payment,6.1 Accepted Payment Methods,"Available payment methods are whatever the checkout page shows. If support for a specific method is uncertain, guide the customer to check at checkout — the AI should not assert availability on its own.",GUIDE-6-1-EN,
policy_payment,6.2 결제 실패,"결제가 실패하면 카드 한도·유효기간·입력 정보를 먼저 확인하고, 다른 결제수단을 시도하도록 안내하세요. 반복 실패 시 카드사 또는 고객센터 문의를 안내합니다. 결제 거절 사유의 상세 내용은 카드사만 알 수 있습니다.",GUIDE-6-2,
policy_payment,6.2 Payment Declined,"When a payment fails, ask the customer to check the card limit, expiry, and entered details, then try another method. For repeated failures, refer them to the card issuer or customer support. Only the issuer knows the specific decline reason.",GUIDE-6-2-EN,
policy_payment,6.3 결제는 되었는데 주문이 없는 경우 / 중복 결제,"결제 후 주문이 생성되지 않았거나 금액이 중복 청구된 경우, 임시 승인(가승인)은 며칠 내 자동 취소되는 경우가 많습니다. 수일이 지나도 청구가 남아 있으면 주문번호(또는 결제 내역)와 함께 고객센터로 문의하도록 안내하세요.",GUIDE-6-3,
policy_payment,6.3 Charged Without an Order / Duplicate Charges,"If a charge appears without an order, or the amount is charged twice, pending authorizations often drop off automatically within a few days. If the charge persists, have the customer contact support with the order number or payment record.",GUIDE-6-3-EN,
policy_payment,6.4 세금,판매세·부가세 등 세금은 관련 법령에 따라 결제 시 자동 계산되어 표시됩니다. 세금 계산 방식에 대한 상세 문의나 면세 요청은 고객센터로 안내합니다.,GUIDE-6-4,
policy_payment,6.4 Taxes,Sales tax or VAT is calculated automatically at checkout per applicable law. Detailed questions about tax calculation or exemption requests go to customer support.,GUIDE-6-4-EN,
policy_payment,6.5 차지백(지불 이의제기),"카드사에 이의제기를 하기 전에 고객센터를 통한 해결을 먼저 안내하세요. 대부분의 결제 문제는 직접 해결이 더 빠릅니다. 이미 진행 중인 차지백은 카드사 절차를 따르며, AI가 결과를 예단하지 않습니다.",GUIDE-6-5,
policy_payment,6.5 Chargebacks and Payment Disputes,"Before filing a dispute with the card issuer, encourage resolution through customer support first — most payment issues resolve faster directly. An ongoing chargeback follows the issuer’s process; the AI does not predict outcomes.",GUIDE-6-5-EN,
policy_membership,7.1 회원 혜택과 포인트 적립,"회원은 구매 금액에 따라 포인트를 적립받을 수 있습니다. 적립률·등급 혜택은 쇼핑몰 정책 페이지를 기준으로 안내하고, 확정되지 않은 혜택은 약속하지 않습니다.",GUIDE-7-1,
policy_membership,7.1 Membership Benefits and Earning Points,"Members may earn points based on purchase amount. Quote earning rates and tier benefits from the store’s policy page, and do not promise benefits that are not confirmed.",GUIDE-7-1-EN,
policy_membership,7.2 포인트 사용과 유효기간,"포인트는 결제 시 사용 조건(최소 보유량·최대 사용 비율 등)에 따라 사용할 수 있으며, 유효기간이 지나면 소멸됩니다. 주문 취소·반품 시 사용한 포인트는 반환되고 적립된 포인트는 회수됩니다.",GUIDE-7-2,
policy_membership,7.2 Redeeming Points and Expiration,"Points can be redeemed at checkout subject to conditions (minimum balance, maximum ratio) and expire after their validity period. On cancellation or return, redeemed points are restored and earned points are reclaimed.",GUIDE-7-2-EN,
policy_membership,7.3 중복 계정,혜택 목적의 중복 계정 생성은 제한될 수 있습니다. 중복 계정으로 확인되면 적립 혜택이 회수되거나 계정 이용이 제한될 수 있습니다.,GUIDE-7-3,
policy_membership,7.3 Multiple Accounts,Creating multiple accounts to collect benefits may be restricted. Confirmed duplicate accounts may have benefits reclaimed or access limited.,GUIDE-7-3-EN,
policy_promotion,8.1 쿠폰 사용,쿠폰은 유효기간·최소 주문금액·대상 상품 조건을 충족할 때 결제 화면에서 적용할 수 있습니다. 주문 완료 후에는 쿠폰을 소급 적용할 수 없습니다.,GUIDE-8-1,
policy_promotion,8.1 Using Coupons,"Coupons apply at checkout when the validity period, minimum order amount, and eligible-product conditions are met. Coupons cannot be applied retroactively after an order is placed.",GUIDE-8-1-EN,
policy_promotion,8.2 쿠폰 중복 적용과 제외 조건,"쿠폰은 주문당 1매 사용이 원칙이며, 중복 사용 가능 여부는 쿠폰 안내에 따릅니다. 일부 특가·기획전 상품은 쿠폰 적용에서 제외될 수 있으며, 제외 여부는 상품·쿠폰 안내면에 표시됩니다.",GUIDE-8-2,
policy_promotion,8.2 Coupon Stacking and Exclusions,"One coupon per order is the default; stacking is allowed only where the coupon terms say so. Some sale or special items may be excluded from coupons, as indicated on the product or coupon page.",GUIDE-8-2-EN,
policy_promotion,8.3 사은품,"구매 사은품은 재고 소진 시 조기 종료될 수 있습니다. 사은품은 반품 시 함께 반환해야 하며, 반환되지 않으면 사은품 가액이 환불금에서 차감될 수 있습니다.",GUIDE-8-3,
policy_promotion,8.3 Gifts with Purchase,Purchase gifts may end early when stock runs out. Gifts must be returned with a returned order; otherwise their value may be deducted from the refund.,GUIDE-8-3-EN,
policy_claims,9.1 오배송·파손·누락 신고,"받은 상품이 파손되었거나, 주문과 다르거나, 일부가 누락된 경우 수령 후 7일 이내에 주문번호와 함께 고객센터로 신고하도록 안내하세요. 신고가 빠를수록 처리가 수월합니다.",GUIDE-9-1,
policy_claims,"9.1 Reporting Damaged, Wrong, or Missing Items","If an item arrives damaged, differs from the order, or is missing, ask the customer to report it to customer support within 7 days of delivery with the order number. Earlier reports are easier to resolve.",GUIDE-9-1-EN,
policy_claims,9.2 신고 시 필요한 정보,"처리를 위해 다음을 요청할 수 있습니다: 주문번호, 상품과 포장 상태를 확인할 수 있는 사진(외박스·라벨 포함), 문제에 대한 간단한 설명. 확인 전까지 상품과 포장재를 보관하도록 안내하세요.",GUIDE-9-2,
policy_claims,9.2 Information Needed for a Claim,"The following may be requested: the order number, photos showing the item and packaging (outer box and label included), and a brief description of the issue. Ask the customer to keep the item and packaging until the claim is resolved.",GUIDE-9-2-EN,
policy_claims,9.3 처리 방식,"확인 결과에 따라 재발송·교환·환불 중 적절한 방법으로 처리됩니다. 어떤 방식으로 처리될지는 검토 후 결정되므로, AI가 특정 보상 방식을 미리 확정하지 않습니다.",GUIDE-9-3,
policy_claims,9.3 Possible Resolutions,"After review, the issue is resolved by reshipment, exchange, or refund as appropriate. The resolution is decided after review — the AI does not promise a specific remedy in advance.",GUIDE-9-3-EN,
policy_safety,10.1 제품 이상반응,제품 사용 중 피부 이상 등 부작용이 의심되면 즉시 사용을 중단하고 필요 시 의료 전문가와 상담하도록 안내하세요. 사용 제품명·증상·사용 시점을 고객센터로 접수하면 확인 후 처리 방안을 안내합니다. AI는 의학적 판단이나 진단을 제공하지 않습니다.,GUIDE-10-1,
policy_safety,10.1 Adverse Reactions,"If a customer suspects an adverse reaction, advise them to stop using the product immediately and consult a medical professional if needed. Report the product name, symptoms, and time of use to customer support for follow-up. The AI does not provide medical judgment or diagnosis.",GUIDE-10-1-EN,
policy_safety,10.2 품질 불만,변질·이물·기능 불량 등 품질 문제는 사진과 함께 고객센터로 접수하도록 안내하세요. 확인을 위해 제조번호(Lot)나 구매 시점을 요청할 수 있습니다.,GUIDE-10-2,
policy_safety,10.2 Product Quality Complaints,"Quality issues such as spoilage, foreign matter, or malfunction should be reported to customer support with photos. The lot number or purchase date may be requested for verification.",GUIDE-10-2-EN,
policy_fraud,11.1 부정 이용 검토,"쇼핑몰은 프로모션 남용, 허위 정보, 반복적 환불 악용, 무단 재판매 등 부정 이용이 의심되는 주문·계정을 검토할 수 있으며, 필요 시 주문 보류·취소, 추가 확인 요청, 계정 이용 제한이 이뤄질 수 있습니다.",GUIDE-11-1,
policy_fraud,11.1 Review of Suspected Abuse,"The store may review orders and accounts suspected of abuse — promotion exploitation, false information, repeated refund abuse, unauthorized resale — and may hold or cancel orders, request verification, or restrict accounts as needed.",GUIDE-11-1-EN,
policy_fraud,11.2 AI 응대 기준,"AI는 내부 심사 기준이나 탐지 방법을 공개하지 않으며, 고객을 부정 이용자로 단정하는 표현을 쓰지 않습니다. 기본 응대: ""일부 주문은 계정·결제·프로모션 관련 확인이 필요할 수 있습니다. 자세한 내용은 고객센터로 문의해 주세요."" 제한 조치에 이의가 있는 고객은 고객센터를 통해 재검토를 요청할 수 있습니다.",GUIDE-11-2,
policy_fraud,11.2 AI Response Standard,"The AI never discloses internal review criteria or detection methods, and never labels a customer as fraudulent. Default response: “Some orders may require additional review based on account, payment, or promotional activity. Please contact customer support for details.” Customers who disagree with a restriction may request a review through customer support.",GUIDE-11-2-EN,
policy_counsel,12.1 기본 응대 원칙,"항상 정중하고 간결하게 응대합니다. 확인되지 않은 정책·금액·기한은 추측해서 답하지 않고 고객센터로 안내합니다. 답변은 등록된 지식과 정책 문서에 근거해야 하며, 근거가 없으면 모른다고 말하고 연결 경로를 안내하는 것이 올바른 응대입니다.",GUIDE-12-1,
policy_counsel,12.1 Basic Counseling Principles,"Always respond politely and concisely. Never guess unconfirmed policies, amounts, or deadlines — route to customer support instead. Answers must be grounded in registered knowledge and policy documents; when there is no basis, saying so and offering the support channel is the correct answer.",GUIDE-12-1-EN,
policy_counsel,12.2 상담원 인계 기준,"다음의 경우 사람 상담원에게 인계합니다: 환불·보상 금액의 확정이 필요한 경우, 법적 분쟁 소지가 있는 경우, 고객이 강한 불만을 표현하거나 상담원 연결을 요청하는 경우, 동일 문의가 반복 해결되지 않는 경우. 인계 시 지금까지의 대화 요지를 함께 전달합니다.",GUIDE-12-2,
policy_counsel,12.2 When to Hand Off to a Human Agent,"Hand off to a human agent when: a refund or compensation amount must be finalized, there is potential legal dispute, the customer expresses strong dissatisfaction or asks for an agent, or the same issue repeatedly fails to resolve. Pass along a summary of the conversation at handoff.",GUIDE-12-2-EN,
policy_counsel,12.3 AI가 확답하면 안 되는 것,"AI는 다음을 스스로 확정하지 않습니다: 개별 주문에 대한 보상·환불 승인, 미공지 프로모션이나 가격, 재고·입고 일정, 법률·의료·세무 자문, 내부 심사 기준. 이 주제는 관련 정책 문서를 안내하거나 고객센터로 연결합니다.",GUIDE-12-3,
policy_counsel,12.3 What the AI Must Not Commit To,"The AI must not unilaterally confirm: compensation or refund approval for a specific order, unannounced promotions or prices, stock or restock schedules, legal, medical, or tax advice, or internal review criteria. For these topics, cite the relevant policy document or route to customer support.",GUIDE-12-3-EN,
